,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,foi_inadimplente_bc,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,possibilidade_inadimplencia
322,24.0,35004.0,Hipoteca,5.0,0,Educativo,A,7000.0,5.42,0
323,25.0,108000.0,Hipoteca,9.0,0,Pessoal,B,4800.0,12.42,0
324,22.0,57200.0,Hipoteca,7.0,0,Pagamento de débitos,A,7500.0,7.51,0
325,38.0,30000.0,Aluguel,5.0,1,Empreendimento,C,5000.0,13.61,0
326,22.0,60000.0,Aluguel,0.0,0,Educativo,B,15000.0,11.71,0
327,30.0,45063.0,Aluguel,7.0,0,Médico,D,7500.0,15.05,1
328,23.0,39000.0,Aluguel,0.0,0,Pessoal,E,4800.0,17.99,1
329,24.0,33000.0,Aluguel,4.0,1,Médico,D,4800.0,14.91,1
330,27.0,78000.0,Hipoteca,6.0,0,Empreendimento,D,15275.0,16.89,0
331,27.0,23004.0,Aluguel,6.0,1,Educativo,F,3000.0,17.8,0
332,50.0,60000.0,Hipoteca,8.0,0,Pagamento de débitos,A,2000.0,7.49,0
333,24.0,145000.0,Hipoteca,4.0,0,Pagamento de débitos,B,20000.0,11.36,0
334,22.0,26004.0,Aluguel,5.0,0,Médico,B,4800.0,10.99,0
335,30.0,40000.0,Aluguel,8.0,0,Empreendimento,A,2500.0,5.79,0
336,29.0,45516.0,Hipoteca,13.0,0,Pagamento de débitos,C,6000.0,13.49,0
337,41.0,50780.0,Hipoteca,14.0,0,Pessoal,B,6000.0,10.99,0
338,25.0,128500.0,Hipoteca,1.0,1,Melhora do lar,C,15000.0,12.53,0
339,40.0,54000.0,Aluguel,7.0,0,Pessoal,B,12000.0,10.62,0
340,21.0,50000.0,Aluguel,5.0,0,Educativo,C,1000.0,13.49,0
341,23.0,54000.0,Hipoteca,2.0,0,Médico,D,7500.0,15.58,1
342,24.0,80400.0,Hipoteca,5.0,0,Pessoal,A,12000.0,5.79,0
343,23.0,89204.0,Hipoteca,5.0,0,Educativo,A,18000.0,7.9,0
344,21.0,17916.0,Aluguel,1.0,0,Médico,A,3000.0,6.0,1
345,24.0,85000.0,Aluguel,0.0,0,Médico,C,15000.0,13.11,0
346,22.0,50000.0,Aluguel,3.0,0,Empreendimento,C,13000.0,12.23,0
347,23.0,25200.0,Aluguel,0.0,1,Melhora do lar,C,6000.0,13.23,1
348,23.0,48000.0,Aluguel,4.0,0,Educativo,C,1600.0,13.98,0
349,30.0,100000.0,Hipoteca,14.0,0,Médico,B,15000.0,11.14,0
350,23.0,61000.0,Própria,1.0,0,Pessoal,B,12000.0,11.71,0
351,28.0,140000.0,Própria,12.0,0,Empreendimento,D,18000.0,16.29,0
352,22.0,28800.0,Própria,2.0,1,Educativo,D,10000.0,16.49,0
353,35.0,59196.0,Hipoteca,0.0,0,Educativo,A,5000.0,8.0,0
354,26.0,48000.0,Própria,10.0,0,Empreendimento,B,15000.0,11.12,0
355,22.0,40058.0,Hipoteca,5.0,0,Empreendimento,B,6000.0,9.91,0
356,21.0,33000.0,Aluguel,0.0,1,Melhora do lar,C,2000.0,12.61,1
357,26.0,64212.0,Hipoteca,5.0,1,Pessoal,C,9600.0,14.27,0
358,26.0,116000.0,Aluguel,10.0,0,Médico,B,19800.0,11.48,0
359,28.0,66560.0,Aluguel,4.0,0,Pessoal,B,4800.0,10.36,0
360,25.0,48074.0,Aluguel,4.0,1,Educativo,C,12000.0,13.85,0
361,30.0,250000.0,Própria,8.0,1,Médico,D,15000.0,15.99,0
362,45.0,139380.0,Própria,4.0,0,Melhora do lar,A,9000.0,7.51,0
363,24.0,73000.0,Aluguel,5.0,1,Médico,C,9600.0,13.92,0
364,40.0,55000.0,Aluguel,14.0,0,Melhora do lar,A,18000.0,7.88,1
365,26.0,45000.0,Aluguel,3.0,0,Educativo,A,6000.0,5.79,0
366,24.0,86000.0,Hipoteca,3.0,0,Empreendimento,C,15000.0,13.16,0
367,34.0,67014.0,Hipoteca,18.0,0,Empreendimento,C,16000.0,13.22,0
368,22.0,31760.0,Aluguel,3.0,0,Pessoal,B,12875.0,12.53,1
369,25.0,51684.0,Hipoteca,9.0,0,Pessoal,D,4000.0,15.99,0
370,23.0,57700.0,Hipoteca,7.0,0,Pessoal,B,3500.0,10.65,0
371,26.0,96000.0,Hipoteca,3.0,0,Educativo,C,12000.0,13.11,0
372,28.0,48000.0,Aluguel,1.0,0,Educativo,A,2500.0,8.49,0
373,31.0,120000.0,Hipoteca,6.0,1,Pessoal,D,25000.0,16.32,0
374,23.0,65000.0,Aluguel,3.0,0,Pessoal,B,14000.0,10.65,0
375,21.0,36500.0,Aluguel,2.0,0,Empreendimento,A,5500.0,7.51,0
376,21.0,20004.0,Própria,2.0,0,Educativo,B,2500.0,9.63,0
377,26.0,50004.0,Hipoteca,10.0,0,Educativo,A,5000.0,9.32,0
378,28.0,34000.0,Hipoteca,2.0,0,Médico,B,8000.0,12.69,1
379,22.0,29004.0,Hipoteca,6.0,0,Educativo,A,2500.0,6.91,0
380,27.0,45000.0,Própria,4.0,0,Empreendimento,C,20000.0,12.84,0
381,45.0,82800.0,Aluguel,4.0,1,Educativo,C,25000.0,12.87,1
382,39.0,75000.0,Aluguel,0.0,0,Educativo,B,14400.0,12.53,0
383,41.0,32004.0,Aluguel,2.0,0,Melhora do lar,D,1500.0,14.74,1
384,25.0,43000.0,Hipoteca,5.0,0,Pagamento de débitos,A,10000.0,7.88,0
385,36.0,170000.0,Hipoteca,13.0,0,Empreendimento,A,25000.0,7.51,0
386,21.0,84400.0,Própria,2.0,0,Empreendimento,A,12000.0,8.94,0
387,24.0,19200.0,Aluguel,2.0,0,Médico,C,2000.0,13.49,0
388,25.0,59000.0,Aluguel,0.0,1,Médico,D,5000.0,15.62,1
389,25.0,74000.0,Hipoteca,9.0,0,Educativo,A,18000.0,7.9,1
390,42.0,69228.0,Aluguel,3.0,0,Melhora do lar,A,10000.0,7.49,0
391,39.0,201000.0,Aluguel,6.0,0,Empreendimento,B,13500.0,11.49,0
392,23.0,75000.0,Hipoteca,7.0,0,Educativo,A,16100.0,7.9,0
393,25.0,140000.0,Aluguel,9.0,0,Educativo,A,20000.0,6.54,0
394,22.0,40000.0,Aluguel,3.0,0,Educativo,B,12000.0,11.89,0
395,28.0,37152.0,Aluguel,12.0,0,Educativo,D,2300.0,13.17,0
396,25.0,78000.0,Hipoteca,9.0,0,Pagamento de débitos,D,8000.0,16.0,1
397,22.0,40000.0,Aluguel,2.0,0,Educativo,A,10000.0,7.14,0
398,24.0,25000.0,Aluguel,0.0,0,Educativo,A,4400.0,6.76,0
399,25.0,100000.0,Hipoteca,9.0,0,Melhora do lar,B,17600.0,10.59,0
400,28.0,127500.0,Hipoteca,5.0,1,Médico,E,20000.0,17.04,1
401,26.0,59000.0,Aluguel,2.0,0,Pessoal,B,8500.0,11.83,0
402,24.0,70399.0,Aluguel,0.0,0,Médico,A,1000.0,8.59,0
403,24.0,131004.0,Hipoteca,8.0,0,Pessoal,A,24000.0,7.49,0
404,22.0,118812.0,Hipoteca,6.0,0,Médico,C,15000.0,13.35,0
405,22.0,24000.0,Aluguel,0.0,1,Pessoal,E,1500.0,18.79,1
406,28.0,35000.0,Própria,2.0,0,Pessoal,D,13250.0,16.89,0
407,42.0,80000.0,Hipoteca,3.0,0,Pessoal,B,10000.0,11.49,0
408,25.0,66000.0,Aluguel,7.0,0,Pagamento de débitos,B,6500.0,10.25,0
409,22.0,70000.0,Aluguel,0.0,0,Educativo,A,8000.0,7.66,0
410,40.0,158000.0,Aluguel,2.0,0,Melhora do lar,E,25000.0,16.82,1
411,21.0,40000.0,Aluguel,6.0,0,Pagamento de débitos,C,15000.0,14.27,1
412,22.0,33996.0,Aluguel,6.0,1,Empreendimento,D,15000.0,14.96,1
413,28.0,78000.0,Hipoteca,5.0,0,Pagamento de débitos,A,12000.0,5.79,0
414,33.0,72000.0,Hipoteca,6.0,0,Empreendimento,A,4250.0,5.42,0
415,22.0,105000.0,Aluguel,4.0,0,Empreendimento,B,6000.0,9.99,0
416,24.0,95004.0,Hipoteca,8.0,0,Empreendimento,A,16000.0,5.79,0
417,33.0,40056.0,Hipoteca,5.0,0,Empreendimento,B,16750.0,9.88,0
418,23.0,76000.0,Própria,3.0,0,Educativo,B,18000.0,10.99,0
419,26.0,147000.0,Hipoteca,3.0,0,Melhora do lar,A,4100.0,6.92,0
420,27.0,81300.0,Aluguel,3.0,0,Empreendimento,B,29000.0,12.69,1
421,36.0,41000.0,Hipoteca,6.0,0,Pagamento de débitos,B,6250.0,10.62,0
422,44.0,80100.0,Hipoteca,16.0,0,Médico,B,8000.0,10.38,0
423,25.0,48000.0,Hipoteca,5.0,0,Melhora do lar,A,7800.0,8.94,0
424,23.0,39120.0,Própria,4.0,0,Médico,B,7000.0,11.71,0
425,24.0,54000.0,Hipoteca,3.0,0,Pessoal,B,8000.0,10.99,0
426,24.0,54000.0,Hipoteca,8.0,1,Empreendimento,D,1500.0,14.42,1
427,22.0,24000.0,Aluguel,0.0,0,Pessoal,B,2100.0,12.21,0
428,23.0,92000.0,Hipoteca,0.0,0,Educativo,B,12950.0,9.96,0
429,29.0,71000.0,Hipoteca,4.0,1,Melhora do lar,C,11000.0,13.43,0
430,21.0,9600.0,Própria,0.0,0,Empreendimento,B,1200.0,10.99,0
431,45.0,55000.0,Aluguel,17.0,0,Empreendimento,B,12000.0,9.91,0
432,38.0,35000.0,Aluguel,6.0,0,Pessoal,B,5000.0,9.99,0
433,26.0,40000.0,Aluguel,0.0,1,Pessoal,C,5000.0,13.11,0
434,60.0,29000.0,Aluguel,0.0,1,Melhora do lar,D,2500.0,15.33,1
435,38.0,38000.0,Aluguel,3.0,0,Pagamento de débitos,A,10000.0,8.59,0
436,21.0,26400.0,Aluguel,0.0,1,Educativo,C,2400.0,14.79,0
437,24.0,135000.0,Hipoteca,8.0,0,Empreendimento,B,21000.0,12.69,0
438,22.0,54000.0,Aluguel,2.0,1,Médico,D,7000.0,14.96,1
439,25.0,370000.0,Hipoteca,5.0,1,Pagamento de débitos,C,15000.0,12.99,0
440,28.0,125000.0,Hipoteca,8.0,0,Educativo,B,8000.0,11.14,0
441,36.0,59617.0,Hipoteca,14.0,0,Pessoal,D,21000.0,15.62,0
442,42.0,101000.0,Hipoteca,6.0,1,Pagamento de débitos,F,25000.0,16.15,1
443,25.0,150000.0,Hipoteca,3.0,0,Melhora do lar,A,15000.0,6.54,0
444,33.0,62000.0,Própria,2.0,1,Melhora do lar,C,9800.0,13.79,0
445,24.0,33996.0,Aluguel,1.0,0,Pagamento de débitos,C,7000.0,13.16,1
446,29.0,99400.0,Hipoteca,3.0,0,Empreendimento,A,6000.0,6.92,0
447,22.0,45000.0,Hipoteca,1.0,0,Educativo,B,8000.0,12.53,0
448,28.0,41700.0,Hipoteca,7.0,0,Empreendimento,B,7750.0,12.21,0
449,23.0,30680.0,Aluguel,7.0,0,Pagamento de débitos,B,10000.0,10.37,1
450,22.0,52500.0,Hipoteca,3.0,0,Pagamento de débitos,B,4000.0,10.65,0
451,25.0,38400.0,Hipoteca,9.0,0,Empreendimento,B,12000.0,10.38,0
452,22.0,60000.0,Hipoteca,1.0,0,Educativo,B,17000.0,9.45,0
453,23.0,54400.0,Hipoteca,0.0,0,Médico,D,12000.0,15.62,1
454,24.0,82632.0,Aluguel,0.0,0,Educativo,B,10000.0,12.21,0
455,33.0,140000.0,Hipoteca,14.0,0,Pagamento de débitos,A,9600.0,6.91,0
456,45.0,70000.0,Hipoteca,15.0,0,Médico,A,10000.0,8.59,0
457,25.0,50000.0,Hipoteca,5.0,1,Educativo,C,4000.0,13.43,0
458,31.0,79800.0,Hipoteca,3.0,0,Pessoal,A,5000.0,6.91,0
459,30.0,44000.0,Aluguel,0.0,0,Médico,A,2000.0,7.29,0
460,31.0,60000.0,Hipoteca,4.0,0,Melhora do lar,B,9600.0,10.08,0
461,25.0,47000.0,Hipoteca,9.0,0,Educativo,A,12000.0,6.62,1
462,30.0,40000.0,Hipoteca,8.0,0,Melhora do lar,B,8600.0,10.65,0
463,24.0,42856.0,Aluguel,8.0,0,Pagamento de débitos,A,16000.0,8.9,1
464,26.0,125000.0,Aluguel,0.0,0,Médico,B,8000.0,9.63,0
465,32.0,60000.0,Aluguel,0.0,0,Pagamento de débitos,B,6000.0,10.36,0
466,25.0,60500.0,Própria,6.0,0,Pessoal,B,17000.0,12.42,0
467,27.0,72000.0,Aluguel,4.0,0,Melhora do lar,B,20000.0,9.25,0
468,28.0,150000.0,Aluguel,1.0,0,Educativo,B,8000.0,11.71,0
469,29.0,56000.0,Hipoteca,4.0,1,Educativo,D,18000.0,14.61,0
470,26.0,66000.0,Aluguel,0.0,0,Pagamento de débitos,A,2875.0,7.49,0
471,37.0,37000.0,Hipoteca,7.0,0,Educativo,B,4000.0,10.59,0
472,38.0,30500.0,Aluguel,8.0,0,Educativo,C,10000.0,14.22,1
473,27.0,55000.0,Aluguel,0.0,0,Empreendimento,B,16000.0,11.12,0
474,21.0,52700.0,Hipoteca,4.0,0,Médico,D,26400.0,16.49,1
475,23.0,60000.0,Aluguel,2.0,0,Empreendimento,B,23000.0,12.18,1
476,28.0,60000.0,Aluguel,1.0,0,Pagamento de débitos,B,3600.0,12.21,0
477,25.0,65900.0,Aluguel,2.0,0,Pagamento de débitos,A,10000.0,8.49,0
478,24.0,20000.0,Própria,2.0,0,Melhora do lar,A,3000.0,8.94,0
479,24.0,100000.0,Hipoteca,0.0,0,Pagamento de débitos,C,16000.0,14.72,0
480,37.0,12360.0,Aluguel,3.0,0,Educativo,B,4000.0,9.99,1
481,25.0,90000.0,Aluguel,5.0,0,Pessoal,A,10000.0,7.49,0
482,38.0,72000.0,Hipoteca,8.0,0,Melhora do lar,D,5000.0,12.92,0
483,31.0,96000.0,Hipoteca,1.0,0,Médico,B,22500.0,11.36,0
484,23.0,57000.0,Aluguel,7.0,0,Pagamento de débitos,B,10000.0,11.48,0
485,34.0,54000.0,Aluguel,2.0,1,Melhora do lar,D,15000.0,14.11,1
486,25.0,77000.0,Hipoteca,6.0,0,Educativo,D,8000.0,15.33,0
487,35.0,100000.0,Hipoteca,14.0,0,Pessoal,A,10000.0,6.62,0
488,23.0,45000.0,Aluguel,2.0,0,Educativo,C,1700.0,14.72,0
489,23.0,38000.0,Hipoteca,5.0,0,Empreendimento,B,4000.0,12.42,0
490,27.0,49200.0,Hipoteca,11.0,0,Médico,A,9600.0,5.42,0
491,23.0,40000.0,Hipoteca,0.0,0,Pagamento de débitos,B,6000.0,10.65,0
492,21.0,84000.0,Hipoteca,5.0,0,Pagamento de débitos,B,10000.0,12.53,0
493,30.0,100000.0,Hipoteca,9.0,0,Médico,A,12000.0,8.9,0
494,25.0,145000.0,Hipoteca,3.0,0,Pessoal,B,7500.0,10.08,0
495,30.0,198171.0,Hipoteca,4.0,0,Pagamento de débitos,A,5000.0,5.79,0
496,31.0,99000.0,Aluguel,0.0,1,Melhora do lar,C,5675.0,13.23,0
497,39.0,61250.0,Hipoteca,0.0,0,Pessoal,A,5200.0,8.49,0
498,25.0,32760.0,Hipoteca,6.0,0,Empreendimento,B,6000.0,10.59,0
499,26.0,86000.0,Aluguel,4.0,0,Empreendimento,C,10000.0,13.49,0
500,22.0,24000.0,Aluguel,0.0,0,Educativo,B,4500.0,11.49,0
501,34.0,154000.0,Hipoteca,4.0,0,Pessoal,B,4000.0,10.37,0
502,34.0,54000.0,Aluguel,5.0,1,Médico,D,3000.0,15.37,1
503,26.0,60000.0,Hipoteca,10.0,0,Empreendimento,A,12500.0,6.92,0
504,25.0,45000.0,Aluguel,9.0,0,Educativo,A,4800.0,7.51,0
505,28.0,115000.0,Hipoteca,12.0,0,Pagamento de débitos,B,18000.0,10.37,0
506,22.0,50000.0,Aluguel,6.0,0,Médico,A,9500.0,6.99,0
507,23.0,36000.0,Aluguel,0.0,0,Educativo,A,8000.0,7.51,0
508,41.0,17000.0,Aluguel,0.0,0,Pessoal,C,1500.0,15.23,1
509,30.0,24414.0,Aluguel,0.0,0,Médico,A,5000.0,6.91,0
510,24.0,238000.0,Hipoteca,2.0,0,Pagamento de débitos,A,7000.0,7.66,1
511,41.0,62000.0,Aluguel,3.0,0,Médico,B,7500.0,11.36,0
512,24.0,30000.0,Aluguel,6.0,0,Pagamento de débitos,A,6000.0,7.51,0
513,25.0,45000.0,Hipoteca,1.0,0,Empreendimento,A,3000.0,6.62,0
514,27.0,105000.0,Aluguel,4.0,0,Empreendimento,B,20000.0,10.62,0
515,23.0,75000.0,Própria,7.0,0,Educativo,D,12000.0,12.49,0
516,26.0,74000.0,Hipoteca,9.0,1,Melhora do lar,C,1200.0,13.22,0
517,48.0,110000.0,Hipoteca,6.0,0,Educativo,A,6000.0,8.94,0
518,25.0,45000.0,Hipoteca,4.0,1,Empreendimento,C,10400.0,14.27,0
519,21.0,165000.0,Hipoteca,5.0,0,Educativo,A,20000.0,6.91,0
520,30.0,48000.0,Própria,3.0,1,Melhora do lar,C,1500.0,13.48,0
521,23.0,61836.0,Hipoteca,4.0,0,Pagamento de débitos,D,1700.0,16.77,1
522,53.0,88000.0,Aluguel,0.0,0,Educativo,A,5000.0,8.49,0
523,21.0,45000.0,Aluguel,5.0,0,Médico,A,6000.0,9.38,0
524,40.0,52000.0,Hipoteca,6.0,0,Melhora do lar,C,7000.0,14.65,1
525,29.0,58500.0,Aluguel,1.0,0,Médico,D,22000.0,13.67,1
526,47.0,126000.0,Aluguel,1.0,0,Médico,A,10000.0,6.91,0
527,22.0,32004.0,Hipoteca,6.0,0,Educativo,A,10000.0,7.51,0
528,24.0,96000.0,Aluguel,6.0,0,Empreendimento,B,7000.0,9.91,0
529,23.0,63000.0,Hipoteca,8.0,0,Educativo,A,7300.0,7.49,0
530,23.0,84000.0,Hipoteca,7.0,0,Empreendimento,B,25000.0,12.53,0
531,26.0,63000.0,Hipoteca,3.0,1,Melhora do lar,C,3800.0,12.04,0
532,27.0,80000.0,Aluguel,3.0,0,Pagamento de débitos,B,7500.0,12.18,0
533,27.0,106000.0,Aluguel,5.0,0,Pagamento de débitos,B,15000.0,10.75,0
534,33.0,65000.0,Hipoteca,3.0,0,Pagamento de débitos,A,2000.0,7.88,0
535,22.0,42000.0,Aluguel,1.0,0,Médico,B,10000.0,12.42,0
536,40.0,34500.0,Aluguel,2.0,0,Pessoal,D,5400.0,12.61,1
537,42.0,60000.0,Aluguel,3.0,0,Melhora do lar,A,7200.0,5.79,0
538,35.0,170000.0,Hipoteca,6.0,0,Educativo,A,6500.0,7.49,0
539,28.0,35000.0,Aluguel,2.0,0,Médico,C,4800.0,13.49,0
540,24.0,47110.0,Hipoteca,0.0,0,Pessoal,B,11000.0,10.99,0
541,24.0,45000.0,Aluguel,8.0,0,Médico,A,3000.0,7.49,0
542,23.0,34255.0,Aluguel,7.0,1,Empreendimento,G,6000.0,22.11,1
543,23.0,98800.0,Hipoteca,7.0,0,Empreendimento,B,1000.0,11.49,0
544,22.0,60000.0,Aluguel,4.0,0,Pessoal,A,9600.0,7.9,0
545,22.0,50000.0,Própria,6.0,0,Médico,A,15000.0,8.63,0
546,29.0,38004.0,Aluguel,2.0,1,Pessoal,C,1500.0,12.53,1
547,32.0,84000.0,Hipoteca,15.0,0,Médico,A,15000.0,6.91,0
548,27.0,127000.0,Hipoteca,6.0,0,Pessoal,B,21000.0,10.99,0
549,31.0,25000.0,Aluguel,0.0,0,Médico,A,13000.0,8.9,1
550,24.0,56100.0,Hipoteca,4.0,1,Médico,D,4900.0,15.95,1
551,26.0,95000.0,Hipoteca,1.0,0,Empreendimento,B,15000.0,10.37,0
552,23.0,76000.0,Aluguel,0.0,0,Pessoal,D,7000.0,14.96,1
553,25.0,32000.0,Hipoteca,8.0,0,Pagamento de débitos,A,5600.0,7.9,0
554,31.0,35000.0,Hipoteca,2.0,0,Pagamento de débitos,B,10225.0,9.99,0
555,34.0,31075.0,Hipoteca,3.0,0,Educativo,A,7400.0,7.51,0
556,28.0,35000.0,Hipoteca,5.0,0,Pessoal,C,9600.0,13.16,0
557,26.0,44000.0,Aluguel,4.0,1,Melhora do lar,G,12500.0,22.11,1
558,22.0,70000.0,Hipoteca,6.0,0,Empreendimento,B,2000.0,10.74,0
559,31.0,86500.0,Própria,0.0,1,Pessoal,C,25000.0,13.57,0
560,40.0,66000.0,Própria,25.0,0,Pessoal,C,6125.0,14.65,0
561,26.0,54000.0,Hipoteca,8.0,1,Médico,D,5000.0,15.62,1
562,29.0,47500.0,Aluguel,0.0,0,Pessoal,A,12000.0,8.94,0
563,25.0,62004.0,Hipoteca,10.0,0,Melhora do lar,C,15000.0,13.47,0
564,29.0,45000.0,Hipoteca,13.0,0,Educativo,A,13000.0,9.63,0
565,22.0,78000.0,Hipoteca,6.0,1,Educativo,E,16000.0,16.45,0
566,31.0,140000.0,Hipoteca,15.0,0,Pagamento de débitos,A,12000.0,7.88,0
567,22.0,130000.0,Hipoteca,6.0,0,Pessoal,C,3000.0,13.49,0
568,23.0,99200.0,Hipoteca,7.0,0,Pagamento de débitos,A,23000.0,6.91,0
569,33.0,26400.0,Aluguel,3.0,0,Médico,B,1000.0,10.99,0
570,27.0,39000.0,Hipoteca,0.0,0,Pagamento de débitos,C,6900.0,12.87,0
571,24.0,70550.0,Aluguel,8.0,1,Médico,D,9000.0,15.05,1
572,25.0,49963.0,Hipoteca,9.0,0,Educativo,B,2100.0,11.49,1
573,34.0,105000.0,Aluguel,0.0,0,Pessoal,A,8000.0,8.38,0
574,28.0,80004.0,Hipoteca,5.0,0,Médico,A,12000.0,6.91,0
575,24.0,82000.0,Outro,2.0,0,Pessoal,A,14700.0,9.63,0
576,28.0,26400.0,Aluguel,7.0,1,Pessoal,C,5000.0,13.11,1
577,26.0,24000.0,Hipoteca,10.0,0,Médico,A,5000.0,7.66,1
578,22.0,58000.0,Aluguel,0.0,0,Educativo,A,17475.0,7.51,0
579,40.0,110000.0,Aluguel,0.0,0,Educativo,B,20000.0,10.38,0
580,24.0,52000.0,Aluguel,8.0,1,Educativo,D,20000.0,15.65,1
581,26.0,120000.0,Hipoteca,8.0,0,Educativo,B,25000.0,9.76,0
582,24.0,66996.0,Hipoteca,5.0,0,Educativo,B,10000.0,9.62,0
583,25.0,42000.0,Aluguel,2.0,0,Médico,B,2000.0,9.25,0
584,23.0,60000.0,Aluguel,1.0,0,Pagamento de débitos,A,3000.0,7.51,0
585,24.0,46325.0,Hipoteca,6.0,0,Médico,A,3600.0,7.68,0
586,26.0,100000.0,Hipoteca,5.0,0,Pagamento de débitos,B,24000.0,10.99,0
587,26.0,60000.0,Aluguel,1.0,0,Melhora do lar,A,4800.0,7.9,0
588,25.0,120000.0,Hipoteca,9.0,0,Médico,A,5000.0,8.49,0
589,24.0,28800.0,Aluguel,0.0,0,Médico,C,5300.0,15.27,0
590,23.0,70000.0,Aluguel,2.0,0,Empreendimento,B,11500.0,11.86,0
591,23.0,75000.0,Aluguel,7.0,1,Educativo,C,18000.0,12.73,0
592,28.0,39000.0,Aluguel,0.0,0,Médico,A,9600.0,7.49,0
593,24.0,80000.0,Hipoteca,6.0,0,Melhora do lar,C,7000.0,14.65,0
594,35.0,58788.0,Hipoteca,8.0,0,Pagamento de débitos,B,2200.0,11.99,0
595,23.0,25200.0,Aluguel,1.0,0,Educativo,A,5500.0,7.9,0
596,31.0,60000.0,Própria,0.0,0,Educativo,B,24250.0,12.18,0
597,41.0,56448.0,Aluguel,5.0,0,Empreendimento,B,10000.0,9.99,0
598,24.0,49232.0,Aluguel,8.0,0,Educativo,A,8500.0,6.54,0
599,34.0,135000.0,Hipoteca,7.0,1,Educativo,C,15000.0,13.47,0
600,28.0,100000.0,Própria,5.0,1,Empreendimento,C,11000.0,13.61,0
601,44.0,37000.0,Aluguel,0.0,1,Médico,C,3500.0,12.87,0
602,28.0,65000.0,Aluguel,12.0,1,Empreendimento,D,10000.0,14.96,0
603,27.0,41500.0,Aluguel,0.0,1,Médico,C,10000.0,11.09,0
604,23.0,90000.0,Aluguel,0.0,0,Pagamento de débitos,A,10000.0,7.49,0
605,22.0,14400.0,Aluguel,0.0,0,Pagamento de débitos,B,7200.0,11.71,1
606,31.0,39000.0,Aluguel,0.0,0,Melhora do lar,D,16450.0,16.02,1
607,35.0,72500.0,Hipoteca,0.0,0,Pagamento de débitos,B,4000.0,10.25,0
608,27.0,112500.0,Hipoteca,4.0,1,Melhora do lar,D,10400.0,15.62,0
609,41.0,30840.0,Aluguel,8.0,0,Médico,B,6000.0,10.59,0
610,25.0,111262.0,Hipoteca,2.0,0,Pessoal,B,20000.0,12.53,0
611,25.0,155004.0,Hipoteca,9.0,0,Melhora do lar,A,10500.0,7.49,0
612,30.0,19200.0,Hipoteca,2.0,1,Melhora do lar,C,4750.0,13.61,1
613,35.0,54084.0,Aluguel,2.0,0,Pagamento de débitos,C,3000.0,12.61,0
614,38.0,89000.0,Hipoteca,2.0,0,Pessoal,A,6000.0,5.42,0
615,28.0,58000.0,Hipoteca,11.0,0,Pagamento de débitos,B,6700.0,9.99,0
616,54.0,129000.0,Hipoteca,6.0,0,Educativo,B,9000.0,11.49,1
617,25.0,95000.0,Aluguel,3.0,0,Pagamento de débitos,A,7100.0,6.99,0
618,47.0,65000.0,Aluguel,1.0,1,Pagamento de débitos,C,3100.0,13.49,0
619,39.0,126000.0,Hipoteca,3.0,0,Médico,B,14000.0,9.99,0
620,47.0,59827.0,Hipoteca,9.0,0,Educativo,D,6000.0,15.58,1
621,23.0,40308.0,Hipoteca,1.0,0,Médico,A,5000.0,7.68,0
622,26.0,70000.0,Aluguel,2.0,0,Melhora do lar,B,10000.0,9.45,0
623,22.0,38117.0,Hipoteca,0.0,0,Pessoal,B,13500.0,11.83,0
624,27.0,32160.0,Aluguel,1.0,0,Médico,D,4000.0,15.99,1
625,39.0,50760.0,Aluguel,4.0,0,Educativo,E,6725.0,16.45,0
626,21.0,23000.0,Aluguel,5.0,1,Pessoal,C,6250.0,13.48,0
627,33.0,98000.0,Aluguel,2.0,0,Educativo,A,20000.0,6.91,0
628,28.0,59520.0,Hipoteca,9.0,0,Pessoal,A,5000.0,8.59,0
629,25.0,130000.0,Hipoteca,2.0,1,Empreendimento,D,19400.0,16.0,0
630,21.0,31680.0,Aluguel,5.0,1,Médico,C,15000.0,12.61,1
631,27.0,60000.0,Hipoteca,3.0,0,Educativo,A,5075.0,5.99,0
632,25.0,43200.0,Hipoteca,6.0,1,Educativo,C,3600.0,14.79,0
633,28.0,50400.0,Aluguel,8.0,0,Educativo,D,18500.0,16.02,1
634,26.0,98000.0,Aluguel,8.0,0,Pagamento de débitos,B,6000.0,10.99,0
635,29.0,40000.0,Hipoteca,9.0,0,Pessoal,A,5000.0,6.99,0
636,46.0,54196.0,Hipoteca,17.0,0,Empreendimento,B,4500.0,11.49,0
637,33.0,36000.0,Hipoteca,10.0,0,Empreendimento,A,5000.0,8.49,0
638,22.0,65000.0,Hipoteca,0.0,0,Pessoal,A,7200.0,8.9,0
639,28.0,25200.0,Aluguel,2.0,0,Educativo,B,3700.0,9.62,0
640,28.0,80000.0,Hipoteca,0.0,0,Melhora do lar,B,6500.0,11.11,0
641,28.0,52000.0,Aluguel,12.0,0,Empreendimento,A,10000.0,6.92,0
642,30.0,70000.0,Hipoteca,6.0,0,Melhora do lar,A,10200.0,6.91,0
643,23.0,44400.0,Aluguel,0.0,0,Educativo,B,1500.0,11.63,0
644,23.0,88000.0,Aluguel,7.0,0,Pessoal,A,9600.0,5.79,0
645,22.0,48888.0,Aluguel,1.0,0,Pessoal,C,18400.0,13.16,1
