id_pessoa,id_bc,id_emprestimo,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,foi_inadimplente_bc,tempo_primeira_solicitacao_credito_bc,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,possibilidade_inadimplencia,porcentagem_salario_emprestimo
WWsDFeYW-ILfo,imr5pNYL-ahjh,iPZw4isE-pQII,22.0,90000.0,Hipoteca,6.0,N,3.0,Pagamento de débitos,A,16000.0,6.03,0.0,0.18
pwTzr4SQ-47xw,AaFWnCZ5-rQWE,KGblymA5-FOvO,33.0,62400.0,Aluguel,4.0,N,8.0,Educativo,B,15000.0,11.99,0.0,0.24
tE2MMb33-ZtT7,oJM66DQo-WPHF,j6eaWF98-rxdq,34.0,89000.0,Aluguel,3.0,N,8.0,Melhora do lar,D,35000.0,18.25,1.0,0.39
v0bZ8uAY-hxvk,UjTc82nd-qwG2,Whr56GP6-egwr,30.0,75000.0,Aluguel,2.0,N,8.0,Médico,C,6000.0,12.68,0.0,0.08
bRYeof0L-cqHI,0Y1a64ag-4RLW,0T2YFLWb-IZze,30.0,100000.0,Aluguel,13.0,N,9.0,Pagamento de débitos,A,12000.0,7.88,0.0,0.12
sgPHvjSF-4drq,AhDlN67H-dJ6a,P5oUt27z-hpBS,31.0,28800.0,Aluguel,0.0,N,9.0,Pessoal,C,6200.0,12.23,0.0,0.22
WQz1xCtg-rQBx,Wx5Mn82L-Zz8N,ccLb7jaq-h2TA,23.0,,Aluguel,0.0,S,3.0,Médico,A,12000.0,15.68,0.0,
yuc3qfdx-Onja,401KANYb-30fK,4kkDYjoH-lbFt,27.0,91800.0,Hipoteca,4.0,N,9.0,Médico,D,25000.0,16.07,1.0,0.23
y8p9IhYh-HWOZ,iqNHAGy9-AK1P,LjhCZI6K-fN9l,24.0,44000.0,Aluguel,1.0,S,3.0,Empreendimento,D,10000.0,,1.0,0.23
YUBW1l1Z-CJlc,t1OeeRmK-C0cN,tCU0Nzur-aMzy,22.0,88200.0,Hipoteca,6.0,N,2.0,Pagamento de débitos,A,21000.0,6.17,0.0,0.24
r7gg0Ukx-SkjG,3K230qMt-1qjk,kWJLMt5l-AoyM,25.0,60000.0,Hipoteca,6.0,N,3.0,Empreendimento,D,8400.0,16.89,0.0,0.14
babclSoc-pkLE,v69P0XyW-3G7x,Ha839P3y-zzWh,24.0,38700.0,Aluguel,2.0,N,3.0,Médico,B,10000.0,,0.0,0.26
iaIkFQGz-2Knj,MtEjHHxc-YXWF,k8hIJy3l-H7bm,33.0,63996.0,Hipoteca,15.0,N,8.0,Educativo,A,3200.0,5.42,0.0,0.05
Ud4Ze4ac-afSM,5O1cpjpw-IQv7,Mfr1xgxL-TWCp,22.0,56368.0,Hipoteca,5.0,N,2.0,Educativo,C,6000.0,12.99,0.0,0.11
Z02cn5rP-NABf,PBqTrqXN-1Kww,MrGTH2Nb-zMXp,23.0,30188.0,Aluguel,3.0,N,2.0,Pessoal,C,8000.0,14.65,0.0,0.27
PANyuI3i-LQ9y,YM84u8B0-ZdCS,csYrR3zl-o8wp,21.0,30000.0,Aluguel,0.0,N,4.0,Empreendimento,A,3500.0,,0.0,0.12
0NUo1qwp-bP8D,9Z8oxfzn-TlcL,Bou4wh7A-0NCB,23.0,32000.0,Aluguel,0.0,S,4.0,Médico,C,8500.0,13.16,0.0,0.27
vazRHZxW-aH3R,4N0WnLvf-iH01,oh0uoLeR-9L0L,39.0,48000.0,Aluguel,3.0,S,17.0,Médico,C,8400.0,12.53,0.0,0.17
m4ET0TY0-ECS7,jaUxyfpZ-WJUn,AnqoSbMH-tbFI,22.0,35000.0,Aluguel,4.0,N,2.0,Pessoal,C,5000.0,13.23,0.0,0.14
AAooig5W-zp76,wWHveb3L-Z0xi,7ao1f4so-i0v8,41.0,70000.0,Hipoteca,12.0,S,14.0,Pagamento de débitos,B,4200.0,,0.0,0.06
P5aaxbP0-gGHo,0KJaNxsh-IeYK,hZerzTIu-GUUw,23.0,17688.0,Aluguel,0.0,N,3.0,Pagamento de débitos,B,1700.0,11.11,0.0,0.1
wzOKaXaA-HRcE,uqHT6iWD-taWX,MNW74JpF-U2Ma,31.0,190000.0,Hipoteca,4.0,N,7.0,Pagamento de débitos,A,9000.0,6.03,0.0,0.05
vX1YNB5l-t3Ck,UyE0z1EZ-8Kd6,ez3kYm85-1UnZ,31.0,111000.0,Hipoteca,3.0,N,7.0,Pessoal,A,5150.0,6.62,0.0,0.05
MKM7QJze-OyuM,T5OBOp5W-rW6G,ct6W8N79-J8vq,25.0,54000.0,Hipoteca,9.0,N,4.0,Pagamento de débitos,B,12000.0,12.53,1.0,0.22
EARG280W-obvm,ZUvtRJSf-NldL,wAhreapv-hUpI,23.0,52800.0,Aluguel,3.0,N,4.0,Educativo,A,4500.0,6.76,0.0,0.09
GpYlfI6I-E5PZ,AnLodx0w-SWCD,t000FCda-AWsy,25.0,42000.0,Aluguel,2.0,N,4.0,Educativo,A,12000.0,7.9,0.0,0.29
8Knp74FQ-GUL7,tboFgU4p-pjAP,8ezuhXRl-5wg6,,41160.0,Aluguel,2.0,N,3.0,Pagamento de débitos,A,11936.0,12.99,0.0,0.29
ebfXGaEc-mYyU,U0iTRI5F-J3ev,D9PKwWNN-JsJY,25.0,100500.0,Aluguel,5.0,N,4.0,Pessoal,B,9000.0,,0.0,0.09
mAlnuZeM-MHLf,wTd8AaLE-z46T,xjSJJMn1-ci1w,37.0,44000.0,Aluguel,0.0,N,17.0,Pessoal,B,1700.0,10.59,1.0,0.04
sfa9UMWH-ObWu,hBd5yTaX-yGDr,JZUwT5vk-NjBp,25.0,44000.0,Aluguel,1.0,N,3.0,Educativo,A,2800.0,6.92,0.0,0.06
gpzDd2WJ-mbwg,okA2eABF-n9WA,d3TBqomf-7Oeu,23.0,60000.0,Hipoteca,7.0,N,4.0,Empreendimento,A,7200.0,,0.0,0.12
qvOkUEew-AHlI,lji8xcaf-DhkD,jGosfFS7-dLtg,23.0,60000.0,Aluguel,1.0,N,4.0,Educativo,C,11000.0,14.22,0.0,0.18
4mqfM8RE-dXgk,288faWon-Tg4J,N58fUrBK-Cdy8,32.0,77500.0,Hipoteca,3.0,N,10.0,Pessoal,B,13000.0,,0.0,0.17
frMpguAW-39fy,GODe0QNN-ZKkk,hFQNlWdT-dRe3,27.0,120000.0,Hipoteca,2.0,N,5.0,Empreendimento,B,16000.0,12.21,0.0,0.13
iGrAFwIx-0cQQ,9wM9NIcS-StHF,7PL7CQfY-KDO6,26.0,28800.0,Aluguel,10.0,N,3.0,Médico,B,15000.0,10.0,1.0,0.52
ATWus0Mh-PWQ9,uhq86SCF-D8eP,aEUb2M00-eset,23.0,34320.0,Aluguel,5.0,S,3.0,Pagamento de débitos,F,7000.0,18.3,1.0,0.2
6b2w9ujK-f93t,ziZMe43g-D9J9,ITuk3QGM-22Ye,23.0,44000.0,Aluguel,7.0,N,2.0,Médico,C,9800.0,13.11,1.0,0.22
0fP1s82F-x029,S3PJBbMM-Tx2s,9ozZjt4U-ibHm,26.0,85000.0,Hipoteca,0.0,N,2.0,Empreendimento,B,20000.0,10.37,0.0,0.24
KGPXwWUu-iioT,xyl313my-mukb,BDrIsfea-GJSa,28.0,13500.0,Própria,0.0,N,8.0,Empreendimento,A,6700.0,9.63,1.0,0.5
58SzBJPX-2aPl,BPZKcC6o-r9ko,yCNoyWOm-D7ls,24.0,36000.0,Hipoteca,3.0,N,2.0,Médico,C,8000.0,13.61,0.0,0.22
zib1eu0E-Xfwa,6Zi07c6w-b5af,HWi6fh0W-MCM3,31.0,86000.0,Aluguel,0.0,N,5.0,Pessoal,A,2000.0,5.99,0.0,0.02
EZwfD2M3-CeWr,yBivO4jB-FvjW,xjH6y7XN-ZcFe,28.0,130000.0,Hipoteca,2.0,S,8.0,Melhora do lar,D,12000.0,13.55,0.0,0.09
hgXF2Ex6-gWd3,oIiHTQrp-tuPW,UUAHnhF9-OJsM,35.0,175000.0,Própria,19.0,N,10.0,Médico,C,24000.0,12.73,0.0,0.14
dO8sz8HM-nJOP,gYbTiAxe-wU9v,KtllTECc-C0Mx,21.0,12540.0,Aluguel,,N,2.0,Melhora do lar,A,2500.0,7.88,1.0,0.2
8q8EbTnf-cqgA,B9PIjGrA-3Kx5,Szhx9mHX-xQGN,23.0,74758.0,Hipoteca,3.0,N,3.0,Pagamento de débitos,B,11050.0,10.37,0.0,0.15
plcplj1W-w7gr,TDP3K8WJ-kNCz,TQ6aSIKY-vAsx,21.0,24000.0,Aluguel,5.0,N,2.0,Educativo,A,10000.0,,1.0,0.42
OqqpjWly-vcmN,yGdEN8rA-04Dq,zBEL4YnB-kdbM,26.0,72000.0,Hipoteca,1.0,S,2.0,Melhora do lar,D,10500.0,15.28,0.0,0.15
4Xx4lOO7-OKeO,B7zCTO09-z01P,8g7rCr17-HOP7,27.0,35004.0,Aluguel,7.0,N,8.0,Médico,B,5000.0,10.75,0.0,0.14
gQB1vBJT-l3QD,lIIvEYGR-uHEy,Nn6Xqn5N-z84b,42.0,30000.0,Aluguel,0.0,N,13.0,Pagamento de débitos,A,4200.0,7.49,0.0,0.14
x08Ho4Kj-6zXR,Qfg0l7nz-bpym,2Mz6hDjD-lt85,28.0,70910.0,Aluguel,8.0,S,5.0,Médico,E,3000.0,17.44,1.0,0.04
DkInsqgZ-OdWO,syvvStng-AqDR,AoPaNyOu-MtOW,26.0,28800.0,Própria,8.0,N,3.0,Educativo,A,6000.0,8.9,0.0,0.21
e9vGEkKY-wIYu,c09fqHnt-hJXm,GI5eaJNm-kew4,23.0,660.0,Hipoteca,7.0,N,7.0,Médico,,6000.0,7.9,0.0,0.11
3m8cwB1s-zYLa,CZwUXdeZ-kJ51,oKQRc225-4gdg,26.0,250000.0,Hipoteca,11.0,N,2.0,Melhora do lar,B,9000.0,9.99,0.0,0.04
uwE9Pjsm-rcqA,pLwfJrUM-i4kv,3Od8dLo1-I48u,37.0,63000.0,Aluguel,1.0,N,17.0,Educativo,A,14900.0,9.63,0.0,0.24
XImx2jjg-nbFH,3EaMOqYf-0RMw,DoUZNKG1-6gxL,21.0,45000.0,Aluguel,5.0,N,2.0,Educativo,B,10000.0,,0.0,0.22
lXTftHnB-NQci,afRzDCJ2-23JP,ZCHgaycA-wXoB,28.0,65000.0,Aluguel,2.0,S,5.0,Melhora do lar,C,7200.0,13.98,0.0,0.11
g9HTezr0-zFnU,mPlPCvAW-DjQa,dzqb24uS-x34l,32.0,85000.0,Aluguel,5.0,N,7.0,Médico,B,12800.0,10.75,0.0,0.15
j4vXE3Oc-qZ1O,fhbOrWGh-jQj9,k2reFgAe-vbTk,30.0,71400.0,Aluguel,0.0,N,6.0,Melhora do lar,C,9600.0,12.61,0.0,0.13
O5mzA8KN-wtKC,ynZydWAO-txtl,LMaq9jH1-vlN0,35.0,273700.0,Hipoteca,8.0,N,6.0,Médico,D,25000.0,14.59,1.0,0.08
iIRtHDf5-7QIO,OwiMF3IN-zb41,azvlatcO-4pzK,,45600.0,Hipoteca,0.0,N,7.0,Educativo,A,15000.0,,0.0,0.2
9oXdgps0-JS4I,dl06GuPo-mc2q,lHJyf1H8-48iq,25.0,26000.0,Aluguel,4.0,S,3.0,Médico,C,8000.0,12.87,1.0,0.31
rJkBzlv8-512z,PKHw3ekm-1vl5,dTq8foon-sDOw,37.0,35000.0,Aluguel,,N,4.0,Pagamento de débitos,D,8000.0,5.42,,0.36
wKkI2DIn-tH7X,TPTqh2Wy-fmbY,qecKkI0Q-2aPG,31.0,110000.0,Hipoteca,4.0,N,7.0,Pagamento de débitos,B,6000.0,11.99,0.0,0.05
4y1mw5uX-hLSY,rUX0cm7d-i4L3,P3rY3WD1-i5N9,26.0,120000.0,Aluguel,3.0,N,2.0,Melhora do lar,A,5000.0,7.68,0.0,0.04
18u90vul-Ud0R,5dfawivK-2MS3,Te29JxTb-LL95,21.0,35000.0,Aluguel,5.0,N,3.0,Médico,A,9000.0,8.94,0.0,0.26
DlQ8DEEy-xXE0,3laTr3Cm-WeZ1,1ZZObmsF-iEzX,27.0,66300.0,Aluguel,1.0,N,7.0,Médico,D,9600.0,,1.0,0.12
kL8ulXbB-uq9A,vo7tzayB-qX75,i389k8xK-JhkX,23.0,51000.0,Aluguel,1.0,N,3.0,Médico,A,7000.0,6.99,0.0,0.14
GcZhtond-jP4s,Fwt4od5n-v70Y,WWSKshGg-oppj,27.0,258000.0,Aluguel,11.0,S,7.0,Educativo,E,35000.0,18.64,1.0,0.14
F8Lbira7-WcSx,sgfvF12l-iIQC,Gg3t9iFr-4vfp,23.0,20800.0,Aluguel,0.0,N,4.0,Pagamento de débitos,B,3000.0,11.46,0.0,0.14
AyRnlhYs-2sWu,nChtLOUU-h0IL,FYsX8als-cQBj,37.0,14400.0,Aluguel,2.0,N,13.0,Pessoal,A,6950.0,7.66,1.0,0.48
gXXpZIqg-iYHj,CHNmY6WK-85zp,vK916AMx-KM4N,25.0,49000.0,Própria,4.0,N,3.0,Empreendimento,A,2500.0,6.76,0.0,0.05
lZxnmaq8-X4ea,rEGzP6ue-N8Ut,dg7GKrfT-gMBG,28.0,42000.0,Aluguel,5.0,N,9.0,Pessoal,B,4800.0,12.42,0.0,0.11
9rOwdewg-dscR,J3Hcv8DE-ZaPY,tAECKApG-BwoQ,22.0,22292.0,Aluguel,5.0,N,3.0,Pagamento de débitos,D,3500.0,16.49,1.0,0.16
nIMvecfo-Q3Er,QDcxebvS-7azr,KZZ0BZZR-nhso,24.0,36000.0,Aluguel,1.0,N,4.0,Pessoal,B,8000.0,12.12,1.0,0.22
S3FUN8BN-a86N,t1IS6HBY-rIGE,9RtGSaak-hp6d,34.0,29152.0,Aluguel,,N,7.0,Empreendimento,B,5000.0,10.36,0.0,0.17
bndB2nrG-3Qek,7RDlcK3Y-OMFv,gjBNYc86-yQkC,23.0,65000.0,Aluguel,6.0,N,3.0,Pessoal,A,8000.0,9.32,0.0,0.12
da8NqLst-rJfo,xxiFPfIi-xHQL,QgtSQGoR-N5CZ,24.0,87550.0,Hipoteca,5.0,N,4.0,Educativo,B,3600.0,11.86,0.0,0.04
lHKkk4iT-uMYc,mazsxkb2-EPjn,SfLZi10E-Dxbp,25.0,177160.0,Hipoteca,2.0,N,4.0,Empreendimento,B,24000.0,11.11,0.0,0.14
PWssJR75-znHR,bcHsqRut-as0k,CO3Boxxl-8vAB,24.0,32304.0,Aluguel,8.0,N,3.0,Médico,B,1500.0,9.91,1.0,0.05
e7vE73Xu-YPii,7BeRX7vF-jnXt,cPOyTE4b-n5Cm,36.0,52000.0,Hipoteca,8.0,N,12.0,Pagamento de débitos,B,2275.0,11.86,0.0,0.04
B80CrnUC-AvFt,Nvq1Qs0o-a1SF,G044ts7W-47uO,26.0,87500.0,Outro,3.0,S,2.0,Empreendimento,D,7500.0,15.05,0.0,0.09
TK7kdTZy-LPWF,CBc26gKq-WC2d,hZn3HCjD-CfUj,23.0,36000.0,Aluguel,0.0,N,2.0,Educativo,C,3000.0,12.29,1.0,0.08
B1lOysyQ-R7NO,iccwtEJf-m9xt,ivLuljOA-PxYM,24.0,35000.0,Aluguel,0.0,N,4.0,Pessoal,B,4200.0,10.37,0.0,0.12
sE4fXxEO-mD88,goOmLh0x-ptor,YC1BgYLX-abtJ,22.0,128165.0,Aluguel,6.0,N,3.0,Pagamento de débitos,A,14000.0,8.94,0.0,0.11
llrBpbhc-ZUY5,1NjeT1dZ-S2we,v69U1Sm2-8qXK,24.0,78000.0,Aluguel,4.0,S,4.0,Pagamento de débitos,D,30000.0,,1.0,0.38
dc3edxaA-fORv,mz9kL84L-Pw1p,GfO8aBo8-zIl3,36.0,32000.0,,9.0,N,5.0,Educativo,B,5120.0,7.51,0.0,0.16
AUZMEThu-PM5H,2Pig713b-ut6o,RBKLJttd-WAmj,25.0,50000.0,Aluguel,2.0,N,3.0,Médico,E,7000.0,15.57,1.0,0.14
Raw3qNz6-sp5J,gwnxd465-zNqp,4YNBjFt8-2L1w,27.0,62900.0,Hipoteca,1.0,N,8.0,Médico,B,8000.0,11.46,1.0,0.11
txNhZjSU-JBot,mXcojD74-pHki,OF7biIUe-M94S,22.0,41000.0,Aluguel,3.0,N,3.0,Pagamento de débitos,C,15000.0,12.73,1.0,0.37
ZimfHCj5-7SX4,uy8gHUaX-PTFb,P3KTuXUu-heiW,23.0,60000.0,Aluguel,3.0,N,2.0,Pessoal,B,17000.0,11.11,0.0,0.28
24IfOKPp-n2Y9,LXbBHnuR-0k3c,HMTX9F7e-txi9,24.0,110000.0,Aluguel,8.0,N,2.0,Empreendimento,A,3000.0,7.88,0.0,0.03
wBIlOptl-jfvn,GmrY0YvB-GNOA,4qWQT7R6-qzXP,22.0,44582.0,Aluguel,6.0,N,4.0,Melhora do lar,A,4000.0,5.99,1.0,0.09
qNT1w4Gj-od1x,cfjYbHb4-auCO,8NcunoId-XN1R,25.0,75000.0,Hipoteca,9.0,N,4.0,Pagamento de débitos,C,8500.0,13.22,0.0,0.11
rrSB2inU-wxdv,K2MbhxfW-N6JY,tcUq97J4-puML,35.0,40000.0,Aluguel,6.0,S,5.0,Pagamento de débitos,C,5100.0,13.72,0.0,0.13
8dqDd1IN-UXc4,vtbIn9C8-1ykW,MCaYOC2O-eqQk,34.0,28500.0,Aluguel,0.0,N,5.0,Educativo,B,9175.0,12.69,1.0,0.32
WlRKmBMv-ycm6,ENiLdCDl-obX4,SlxOiteh-8H38,29.0,21996.0,Aluguel,4.0,S,8.0,Pagamento de débitos,C,2500.0,13.11,1.0,0.11
cY5jOqvW-OFbE,xE4EvZSN-h76y,i0mCLk4x-HSua,22.0,57000.0,Hipoteca,1.0,N,4.0,Empreendimento,A,3200.0,5.99,0.0,0.06
LaSat9Sk-zLa0,1qPFUuEW-sBNo,Pv8UX7vL-1jJw,23.0,250000.0,Hipoteca,7.0,N,2.0,Educativo,B,8800.0,10.0,0.0,0.04
Iwugk6QT-8R9Z,xtuLJ1BS-AeGj,p44KodPo-j4ho,29.0,39000.0,Hipoteca,12.0,N,8.0,Pessoal,A,16000.0,5.99,0.0,0.41
YEWOxBSM-R9Nv,5Ig8FQxE-Xx2y,zzr4HGl8-nStB,23.0,17688.0,Aluguel,0.0,N,6.0,Pagamento de débitos,B,20000.0,,1.0,1.1307
5zKUH39H-Oxjy,WovxObMr-4j65,0TsRmQqF-XSZC,25.0,56004.0,Aluguel,3.0,N,4.0,Pessoal,C,7000.0,14.22,0.0,0.12
wQEMLIcR-J9sU,vOJRU0Mt-WgJU,eIm6kXgG-bKPd,28.0,48000.0,Aluguel,1.0,N,6.0,Empreendimento,B,2650.0,11.26,0.0,0.06
ZzN1puxX-JHYG,5zWBPrTZ-ytBr,g0flfZY7-dlSE,48.0,85000.0,Hipoteca,0.0,N,13.0,Educativo,A,10000.0,7.51,0.0,0.12
r4EMAIP3-v3qB,STryYSoN-DRvr,gXeA5JUt-4rEM,22.0,71000.0,Aluguel,6.0,N,3.0,Educativo,A,1500.0,6.99,0.0,0.02
BGEXfF3I-MPDw,Re7Gtml0-8aAj,pcC2Kx3I-lbHI,28.0,15000.0,Própria,2.0,N,9.0,Pessoal,B,4375.0,12.42,1.0,0.29
DgPAHfNx-4SuL,fDaecuGO-uB9v,cMBZ6yiY-tzsA,21.0,120000.0,Aluguel,2.0,N,3.0,Pagamento de débitos,B,10000.0,11.71,0.0,0.08
E7ffYcB2-raQX,SPngvfz5-qYGt,lTORsDaX-g7Bm,26.0,74400.0,Hipoteca,10.0,N,4.0,Pagamento de débitos,A,15000.0,6.54,0.0,0.2
gS0vx1ho-GxfJ,taUvek3B-rZtJ,HAunvLDo-MolW,28.0,55000.0,Hipoteca,7.0,N,10.0,Pagamento de débitos,A,22000.0,,0.0,0.4
1xN2APxO-PMwu,DRCEefli-fK8v,PQ1i7kgN-qDPA,36.0,30996.0,Aluguel,2.0,S,15.0,Pessoal,C,5500.0,12.53,0.0,0.18
RSoSDrgZ-quLt,4xS6Q5Zc-0X8M,uKtIniqY-TkAP,24.0,70000.0,Aluguel,0.0,N,3.0,Médico,A,10000.0,7.29,0.0,0.14
vQeKi6jj-S7Mp,lxX6OwH3-4caY,UTlIhe5Z-C3Rx,28.0,90000.0,Hipoteca,12.0,S,8.0,Melhora do lar,C,5000.0,14.79,0.0,0.06
H7wNAEEJ-1ISN,u14BNxJD-itOU,yuJgxuE6-aeoM,32.0,44004.0,Aluguel,2.0,N,5.0,Pagamento de débitos,F,5000.0,18.25,1.0,0.11
CpeyXfri-9dLr,I7BO4jyw-ueRQ,eOp6brNW-6brH,21.0,40000.0,Aluguel,5.0,N,4.0,Educativo,B,1500.0,12.18,0.0,0.04
Af6D9iZa-cOqL,4atKuGoJ-vpH7,uqKLAfKW-nAk0,25.0,70000.0,Aluguel,1.0,N,4.0,Empreendimento,A,5750.0,8.0,0.0,0.08
35H31UEG-0KsD,qYxesURt-0evX,e6m8YlcP-g91n,24.0,36396.0,Aluguel,8.0,N,3.0,Pagamento de débitos,A,5000.0,6.03,0.0,0.14
vQ12Hgau-kxxb,MZEAxLN5-jFCN,HR5C4ZHD-68nX,33.0,490.0,,4.0,S,8.0,Empreendimento,A,7000.0,12.98,0.0,0.07
pMwsMDHR-aOTx,Z47p22ls-rt6I,PqP1ejuL-Ki6o,30.0,9600.0,Aluguel,1.0,S,9.0,Pagamento de débitos,C,1500.0,12.73,1.0,0.16
NoqZt9hp-5qxB,0pYfpCkO-gLyI,NwyoA9xY-MpWm,37.0,200004.0,Hipoteca,0.0,N,12.0,Pessoal,C,5000.0,,0.0,0.02
JkKRmhSJ-aYOK,O5S8SkOC-Mp8B,Fzbvi8dY-W7nj,22.0,38004.0,Própria,0.0,S,3.0,Empreendimento,D,3000.0,12.92,0.0,0.08
h1Q0MFdc-c6aY,wEaSCOq8-5NJJ,hcQpXMx4-bPMG,24.0,56000.0,Própria,8.0,N,2.0,Educativo,B,2000.0,11.49,0.0,0.04
ZtFKaHYz-EfwS,GDPH8bRr-rfBD,UrSDOZmq-SHv8,29.0,73000.0,Aluguel,7.0,S,8.0,Pagamento de débitos,C,2500.0,14.35,0.0,0.03
Rk5YEryH-ugnQ,IqSkEEaq-GWQp,f55XyGdg-TDwk,28.0,55000.0,,6.0,N,12.0,Educativo,A,6000.0,,1.0,0.32
OQjTZz3f-461u,QwXcNx4l-93C1,A8p05RvB-qMW5,26.0,70000.0,Hipoteca,9.0,N,2.0,Empreendimento,A,35000.0,7.9,0.0,0.5
QupskOYP-xcmM,fF86rrII-NA01,IKGkqxzy-RcHp,42.0,100000.0,Hipoteca,7.0,N,12.0,Educativo,C,5000.0,14.26,0.0,0.05
1hEuiI9M-mr1Z,t1SG0TRi-UM6s,QUpz1A64-MAFf,30.0,65000.0,Aluguel,1.0,N,7.0,Pessoal,B,12000.0,11.49,0.0,0.18
Kl8prAnG-4KD2,YZdlYvK1-jyrp,GiCXHggn-G0Oz,36.0,100000.0,Hipoteca,17.0,N,17.0,Pagamento de débitos,A,6000.0,7.14,0.0,0.06
mUBagUgI-A0QE,DWmPhU1Y-w9We,G9EJeSPz-Jwi8,42.0,30000.0,Aluguel,5.0,N,15.0,Empreendimento,D,8000.0,14.96,0.0,0.27
xR9pcmNX-ecjB,N3d29NjA-fSts,tLDrn0sg-kNRh,26.0,65000.0,Aluguel,4.0,N,4.0,Pessoal,A,8000.0,6.92,0.0,0.12
MCTnkovx-OkZI,1BNbfBPb-9no0,wQFS87yA-69IY,26.0,59600.0,Hipoteca,9.0,N,2.0,Empreendimento,E,21000.0,16.45,1.0,0.35
oeSqzh4Z-N0bC,S5k46uNa-cvQR,rwdr4l6H-oz2d,23.0,54996.0,Aluguel,4.0,N,3.0,Educativo,B,16700.0,10.37,0.0,0.3
KI7BqsSt-Iavt,9oWRTWUT-L49X,HvtjOceb-inOW,21.0,39000.0,Aluguel,4.0,N,3.0,Educativo,B,6000.0,10.38,0.0,0.15
EbK8pAhP-qrNe,LXTSCpdW-veiT,oZwyvw1E-fN0S,24.0,50000.0,Aluguel,6.0,N,4.0,Pessoal,A,4000.0,7.66,0.0,0.08
6T9Geq4g-3kuP,oB1HR1L2-1tec,qbGh7dGb-kxYN,33.0,75000.0,Hipoteca,17.0,S,10.0,Educativo,C,12000.0,,0.0,0.16
Nbom2sPx-CmSi,hKXOtjmu-mlER,s2blb2lr-YqNn,24.0,39000.0,Hipoteca,3.0,N,4.0,Melhora do lar,A,5600.0,5.42,0.0,0.14
ljZzdC47-OGkG,Jcm34AJB-RLrE,krCXQQA1-KCah,21.0,30000.0,Aluguel,0.0,N,3.0,Pagamento de débitos,A,1500.0,7.29,0.0,0.05
dFimbEm6-MqeJ,iMZJL9pS-vRPU,t14nQyu7-LdEp,31.0,102000.0,Hipoteca,5.0,N,10.0,Educativo,A,4000.0,7.88,0.0,0.04
52o98vTC-Wcan,T4h6nlH9-yvmI,gogIPEc3-8rtn,25.0,23712.0,Aluguel,9.0,N,2.0,Médico,B,1000.0,11.49,0.0,0.04
riItZDLL-Taxk,pFrTLaRQ-StRR,4rc9DkiF-f2SD,29.0,69000.0,Hipoteca,6.0,N,9.0,Pessoal,D,18000.0,12.61,0.0,0.26
kTMzhQam-oTlR,EA0yD7qz-014g,mp0YoAwS-3uNN,25.0,52000.0,Hipoteca,9.0,N,3.0,Melhora do lar,A,24500.0,6.17,0.0,0.47
afUGYAJA-8THN,SY92sdBq-Xz1c,Xtexq4d0-pd79,23.0,72250.0,Hipoteca,7.0,N,2.0,Médico,D,35000.0,15.99,1.0,0.41
ZfQpAr0F-ARDi,YHtIaL76-0mfE,cKclOI7y-ujjc,22.0,130000.0,Hipoteca,3.0,S,4.0,Educativo,C,14500.0,,0.0,0.11
Hm07DgPA-XkMt,3xOzs894-ginq,I6HH5F60-dSJT,30.0,51000.0,Hipoteca,4.0,N,10.0,Pessoal,B,2000.0,10.99,0.0,0.04
EFjRdEU4-OUlf,6198aGbx-bkdh,ySGKI5d0-4IcM,23.0,60000.0,Aluguel,7.0,N,2.0,Pagamento de débitos,B,25000.0,10.25,1.0,0.42
ZMNbAJPe-rikD,FOYzkusF-D1H4,bFPhLfAQ-b8lb,24.0,54400.0,,8.0,N,12.0,Melhora do lar,A,11000.0,,0.0,0.25
Y5jUW8LC-ZRMT,eHLMtPu8-yJr1,zPohWc8z-wCSd,39.0,92000.0,Hipoteca,1.0,N,16.0,Pessoal,C,20000.0,14.79,0.0,0.22
q6jShijc-mWYM,348JJyIF-3ca7,A3h43LEz-OGKF,22.0,72000.0,Própria,6.0,N,3.0,Empreendimento,B,16000.0,10.37,0.0,0.22
ZfflnYDo-gI62,BT6UCTds-W2oO,MS7LNHKL-NJq9,29.0,148716.0,Aluguel,4.0,S,9.0,Pessoal,C,24250.0,13.23,0.0,0.16
B33sgWqu-praF,v9wQaOoA-B09R,8bv9ccLd-PaN2,22.0,44004.0,Hipoteca,3.0,N,4.0,Educativo,D,9000.0,14.11,1.0,0.2
2YbxH3jQ-simk,iDMvnFJD-B1oi,Wcsvj4l2-rpwN,35.0,50000.0,Hipoteca,0.0,S,7.0,Educativo,C,5600.0,12.53,0.0,0.11
7AezrqOq-1xY5,iNzAdlEW-rrti,SdEpLfOQ-xxsA,38.0,27600.0,Aluguel,3.0,S,16.0,Médico,D,5000.0,14.59,1.0,0.18
b8jN2c02-CbqW,xE3n40bO-4rbt,SC7OlzyZ-RAKD,23.0,72000.0,Hipoteca,7.0,N,2.0,Educativo,A,20000.0,7.49,0.0,0.28
Kvv6Dmzl-sXra,yyWrHrXC-mUf0,ZPKTUj2U-DgQr,27.0,84906.0,Hipoteca,11.0,N,10.0,Pagamento de débitos,A,4500.0,7.51,0.0,0.05
